doctor_id,department,day_of_week,time_of_day_minutes,patients_waiting,emergency_patients_waiting,doctor_workload,avg_consultation_time,actual_wait_time
5,General Medicine,2,585,0,0,25,12.76,0.0
6,General Medicine,6,795,13,4,16,12.82,190.57
10,Orthopedics,6,726,1,0,11,13.97,18.59
3,Cardiology,1,787,4,2,25,12.4,59.74
5,General Medicine,5,918,10,2,30,10.09,114.89
4,General Medicine,1,995,1,0,3,10.2,25.28
9,Orthopedics,2,780,8,4,18,21.13,202.06
3,Cardiology,4,977,13,0,14,11.03,158.09
4,General Medicine,1,839,0,0,25,15.41,0.0
6,General Medicine,3,614,1,1,1,17.46,26.37
8,Orthopedics,4,592,5,3,14,17.96,102.43
8,Orthopedics,0,683,8,0,9,20.69,160.55
10,Orthopedics,1,687,14,0,6,15.86,224.69
5,General Medicine,2,562,12,3,2,11.49,146.56
4,General Medicine,5,627,7,2,11,9.58,77.17
1,Cardiology,1,620,13,1,28,22.54,306.95
3,Cardiology,5,512,8,0,9,13.16,105.89
9,Orthopedics,2,558,8,1,22,21.38,181.75
4,General Medicine,4,776,11,4,4,12.93,162.57
8,Orthopedics,0,990,13,1,18,17.29,248.93
2,Cardiology,5,509,1,0,11,24.78,19.25
2,Cardiology,2,1014,9,0,5,23.86,221.44
4,General Medicine,6,674,7,2,28,8.33,69.03
9,Orthopedics,2,849,10,0,1,21.61,215.14
3,Cardiology,1,714,10,3,29,15.33,170.7
9,Orthopedics,2,946,11,0,26,23.41,261.81
2,Cardiology,3,673,1,0,18,22.69,27.65
10,Orthopedics,1,1019,9,0,21,15.56,148.76
4,General Medicine,1,787,3,3,13,9.41,44.62
9,Orthopedics,4,729,13,3,30,23.28,338.03
8,Orthopedics,0,963,8,0,6,20.55,175.44
5,General Medicine,2,690,8,3,16,11.59,101.29
10,Orthopedics,2,566,2,1,2,16.66,40.19
9,Orthopedics,6,966,9,4,22,21.33,225.75
10,Orthopedics,4,630,1,0,30,15.2,19.57
3,Cardiology,4,532,1,1,0,15.42,17.35
7,General Medicine,2,774,2,0,25,7.85,28.24
6,General Medicine,5,991,11,3,11,16.3,205.3
4,General Medicine,6,668,7,0,1,12.89,84.72
5,General Medicine,0,814,15,0,17,11.21,172.37
5,General Medicine,1,975,14,1,9,15.27,221.57
8,Orthopedics,4,513,7,0,30,15.16,109.61
6,General Medicine,6,836,14,1,17,13.15,191.04
6,General Medicine,1,698,0,0,20,14.25,0.0
4,General Medicine,3,562,1,1,1,10.59,8.32
4,General Medicine,2,898,12,0,12,8.5,108.93
8,Orthopedics,2,1010,11,0,12,19.75,230.37
3,Cardiology,6,786,7,3,13,16.09,132.05
4,General Medicine,5,887,5,0,30,9.01,51.91
3,Cardiology,2,866,11,1,17,17.5,205.31
10,Orthopedics,0,619,8,3,12,14.25,132.88
5,General Medicine,3,628,14,3,18,11.4,173.71
5,General Medicine,5,552,0,0,11,14.31,0.0
6,General Medicine,1,810,2,1,29,14.66,39.04
5,General Medicine,1,958,9,1,22,13.18,129.0
5,General Medicine,6,959,0,0,1,10.58,0.0
9,Orthopedics,3,978,5,0,20,23.0,124.89
2,Cardiology,2,686,4,2,14,26.04,119.51
1,Cardiology,3,655,6,3,2,18.5,131.5
6,General Medicine,5,530,15,1,14,12.49,195.49
10,Orthopedics,5,713,9,3,28,15.63,160.49
9,Orthopedics,6,813,2,2,8,24.01,69.87
10,Orthopedics,2,846,15,1,21,17.22,270.27
4,General Medicine,4,864,11,3,20,9.72,113.46
2,Cardiology,3,891,12,4,29,24.95,334.65
8,Orthopedics,0,828,14,3,15,16.97,258.39
1,Cardiology,0,655,4,1,7,19.66,86.97
2,Cardiology,1,822,5,3,7,23.14,134.78
8,Orthopedics,2,656,0,0,6,18.43,0.0
3,Cardiology,6,746,5,1,2,17.45,97.89
9,Orthopedics,3,991,2,2,12,21.21,65.1
5,General Medicine,2,525,5,0,10,15.08,79.07
8,Orthopedics,6,862,13,4,0,18.61,267.44
8,Orthopedics,4,509,2,0,18,17.12,34.47
4,General Medicine,6,523,10,4,13,14.09,163.01
7,General Medicine,6,492,9,3,6,8.62,83.31
3,Cardiology,6,721,13,1,18,13.04,184.05
8,Orthopedics,1,902,3,1,17,18.65,70.22
6,General Medicine,4,692,1,1,20,13.98,22.11
1,Cardiology,6,544,1,1,13,19.45,28.55
2,Cardiology,2,671,13,3,24,22.23,312.76
8,Orthopedics,6,495,7,1,26,18.35,136.22
5,General Medicine,2,560,7,1,16,16.48,119.13
5,General Medicine,0,712,1,1,18,12.86,17.36
6,General Medicine,2,591,12,3,28,14.71,195.42
10,Orthopedics,1,497,14,2,26,10.73,167.35
4,General Medicine,2,762,2,1,8,10.17,30.75
1,Cardiology,1,570,7,3,27,19.54,160.73
7,General Medicine,6,935,13,1,22,7.17,101.6
3,Cardiology,6,517,0,0,13,13.52,0.0
1,Cardiology,4,720,9,1,15,21.47,205.78
10,Orthopedics,3,947,0,0,13,14.55,0.0
4,General Medicine,1,523,1,1,26,13.33,24.29
3,Cardiology,1,480,7,4,3,17.85,143.03
2,Cardiology,2,937,14,4,28,29.04,453.22
7,General Medicine,6,889,2,2,19,6.31,23.23
7,General Medicine,1,648,5,2,3,7.73,45.03
7,General Medicine,5,808,6,0,19,10.05,66.97
6,General Medicine,5,904,0,0,16,13.66,0.0
8,Orthopedics,2,742,8,2,2,18.38,168.27
5,General Medicine,1,787,5,1,28,10.44,60.13
4,General Medicine,2,803,12,4,29,10.98,147.17
7,General Medicine,4,696,0,0,21,7.63,0.0
4,General Medicine,5,516,15,2,21,11.92,185.63
3,Cardiology,0,631,2,0,6,15.49,31.33
2,Cardiology,4,511,6,0,4,24.9,155.95
4,General Medicine,3,749,11,1,12,8.21,99.07
9,Orthopedics,0,635,9,0,20,23.02,212.42
6,General Medicine,2,595,2,0,8,13.42,33.7
4,General Medicine,4,635,5,4,27,8.85,59.63
5,General Medicine,2,535,14,3,2,10.09,147.23
4,General Medicine,4,985,4,4,22,11.61,71.64
3,Cardiology,0,881,13,4,0,13.2,190.58
6,General Medicine,1,653,5,0,25,15.08,76.6
7,General Medicine,1,673,5,2,28,5.54,38.83
7,General Medicine,6,764,6,4,16,10.76,90.44
2,Cardiology,1,857,13,2,23,23.52,325.91
1,Cardiology,3,1011,5,4,1,20.16,129.6
10,Orthopedics,3,902,3,3,23,13.7,56.22
7,General Medicine,1,665,14,3,0,5.0,77.13
5,General Medicine,2,675,5,1,16,8.92,55.64
9,Orthopedics,4,723,13,0,14,23.08,305.76
4,General Medicine,6,628,8,0,18,7.7,68.34
7,General Medicine,6,526,4,1,30,5.0,24.96
7,General Medicine,3,892,1,1,19,7.77,13.77
10,Orthopedics,5,569,6,4,2,11.11,75.52
4,General Medicine,2,903,12,4,12,10.13,135.41
5,General Medicine,3,995,10,1,9,7.99,91.09
7,General Medicine,4,495,14,0,10,7.16,102.67
4,General Medicine,2,552,4,2,21,9.47,48.35
10,Orthopedics,4,696,15,2,21,15.38,242.06
2,Cardiology,6,519,0,0,30,27.13,0.0
9,Orthopedics,3,574,9,4,9,21.82,229.21
4,General Medicine,3,879,15,1,7,10.51,163.64
6,General Medicine,0,860,12,3,24,14.31,196.39
1,Cardiology,0,511,7,2,13,19.02,146.29
7,General Medicine,1,899,8,3,17,7.0,69.08
2,Cardiology,4,980,1,0,30,24.67,34.89
9,Orthopedics,6,715,14,4,27,24.43,378.28
10,Orthopedics,5,899,3,0,18,15.65,52.05
9,Orthopedics,0,493,5,2,16,18.27,108.78
2,Cardiology,1,830,8,3,20,24.89,227.52
10,Orthopedics,3,504,8,3,25,16.07,143.03
8,Orthopedics,1,1011,8,4,30,17.88,178.29
5,General Medicine,3,592,6,1,30,9.48,69.35
4,General Medicine,1,886,0,0,1,14.78,0.0
9,Orthopedics,4,576,8,1,1,24.89,211.48
10,Orthopedics,1,668,11,2,19,15.22,185.61
5,General Medicine,4,766,10,1,0,15.65,167.17
4,General Medicine,6,660,4,4,17,8.83,54.7
2,Cardiology,3,892,8,4,29,24.13,232.45
1,Cardiology,0,736,7,0,20,19.52,144.29
4,General Medicine,3,867,4,0,0,9.39,38.14
2,Cardiology,5,606,14,1,8,19.96,284.58
3,Cardiology,6,624,1,1,26,15.06,22.51
8,Orthopedics,6,996,3,3,20,16.58,77.93
9,Orthopedics,0,755,15,3,11,23.69,386.42
1,Cardiology,3,655,15,3,8,20.75,334.69
10,Orthopedics,1,675,0,0,16,14.83,0.0
8,Orthopedics,6,695,12,3,5,18.68,240.24
8,Orthopedics,3,851,5,2,22,17.03,97.86
2,Cardiology,4,903,8,4,30,23.41,224.55
4,General Medicine,5,954,3,3,22,11.03,45.85
10,Orthopedics,6,717,6,1,29,16.23,110.06
10,Orthopedics,6,998,4,0,13,15.06,70.36
6,General Medicine,6,775,2,2,2,14.64,45.21
10,Orthopedics,3,942,1,0,23,10.68,16.72
6,General Medicine,5,855,8,4,0,15.09,138.33
10,Orthopedics,3,546,0,0,4,13.97,0.0
7,General Medicine,3,922,0,0,0,7.93,0.0
1,Cardiology,1,665,8,3,3,18.82,169.09
1,Cardiology,3,981,9,1,26,19.2,192.24
9,Orthopedics,6,628,11,4,2,27.47,332.91
7,General Medicine,1,938,7,2,9,6.17,48.85
10,Orthopedics,6,914,2,1,14,14.56,36.2
5,General Medicine,2,859,4,1,17,12.68,58.98
7,General Medicine,4,504,13,3,29,9.43,135.7
1,Cardiology,5,919,14,1,2,21.51,309.72
8,Orthopedics,6,748,13,2,15,18.21,260.26
10,Orthopedics,5,767,10,0,28,13.99,153.46
8,Orthopedics,4,949,1,1,28,18.45,30.27
6,General Medicine,4,787,12,1,11,13.04,160.81
5,General Medicine,3,830,11,0,20,11.26,128.56
2,Cardiology,6,926,8,3,18,25.23,227.81
6,General Medicine,0,563,12,4,8,13.15,176.48
4,General Medicine,2,725,4,4,27,9.41,59.18
7,General Medicine,4,604,14,1,12,7.17,104.71
6,General Medicine,6,509,5,0,27,13.75,74.83
5,General Medicine,0,878,9,2,7,11.75,116.45
2,Cardiology,3,650,0,0,21,23.94,0.0
9,Orthopedics,0,886,10,4,25,23.24,264.57
2,Cardiology,6,828,11,2,5,26.21,300.0
3,Cardiology,1,638,0,0,29,19.18,0.0
8,Orthopedics,0,1006,4,2,5,14.86,78.14
3,Cardiology,5,575,6,1,6,12.02,80.79
3,Cardiology,5,963,0,0,15,12.79,0.0
8,Orthopedics,1,617,3,0,13,19.47,65.14
1,Cardiology,3,890,5,1,21,20.09,111.76
9,Orthopedics,2,530,0,0,17,24.73,0.0
3,Cardiology,1,914,8,2,22,14.59,130.61
2,Cardiology,0,519,5,1,16,23.97,130.68
2,Cardiology,1,962,12,3,18,24.79,329.22
5,General Medicine,5,524,8,2,20,14.33,124.68
5,General Medicine,2,676,8,2,9,10.34,89.73
2,Cardiology,0,615,1,0,14,25.9,30.52
1,Cardiology,2,820,9,0,19,21.19,195.46
2,Cardiology,4,809,7,2,9,26.34,204.24
6,General Medicine,2,997,4,0,18,15.45,67.16
4,General Medicine,5,842,4,2,20,11.22,53.78
6,General Medicine,3,664,9,1,7,15.93,153.21
9,Orthopedics,4,873,11,1,25,21.79,247.31
5,General Medicine,0,799,0,0,7,11.25,0.0
1,Cardiology,4,614,6,2,7,18.88,125.44
2,Cardiology,1,849,0,0,6,23.57,0.0
3,Cardiology,5,540,3,0,15,15.82,52.19
9,Orthopedics,5,913,5,0,25,21.39,108.14
10,Orthopedics,6,608,7,3,20,15.25,127.38
10,Orthopedics,4,528,2,2,0,16.71,48.03
4,General Medicine,0,612,6,0,25,11.62,74.58
8,Orthopedics,0,484,11,4,7,19.47,241.7
7,General Medicine,5,994,2,2,23,6.27,35.03
2,Cardiology,1,992,13,0,5,24.86,328.01
3,Cardiology,0,862,15,3,16,16.31,261.21
9,Orthopedics,3,952,2,0,21,25.21,58.87
1,Cardiology,1,771,9,3,15,22.25,230.27
7,General Medicine,4,703,0,0,15,9.47,0.0
4,General Medicine,6,918,11,0,11,6.36,68.26
3,Cardiology,6,979,3,0,11,16.35,61.03
6,General Medicine,5,1017,9,0,20,17.32,169.23
8,Orthopedics,6,847,2,1,14,20.35,52.14
7,General Medicine,3,739,15,1,5,10.64,167.38
3,Cardiology,0,970,9,1,28,14.54,148.74
3,Cardiology,1,1006,0,0,26,15.59,0.0
2,Cardiology,2,811,7,4,23,22.75,187.85
6,General Medicine,6,907,1,0,19,13.38,11.78
5,General Medicine,4,857,7,1,6,9.31,65.94
5,General Medicine,6,868,2,2,28,13.79,41.18
2,Cardiology,0,884,1,1,7,23.82,32.95
3,Cardiology,6,822,0,0,19,16.09,0.0
1,Cardiology,6,705,6,2,30,18.13,125.51
7,General Medicine,2,640,14,2,17,8.32,123.67
5,General Medicine,0,1003,8,1,22,12.73,117.63
9,Orthopedics,1,481,2,1,9,22.42,53.02
9,Orthopedics,3,987,3,2,8,19.69,77.24
8,Orthopedics,0,584,8,4,30,18.67,172.86
1,Cardiology,0,953,13,3,2,17.39,244.94
7,General Medicine,1,600,11,1,23,10.96,127.46
1,Cardiology,3,835,3,3,7,19.93,80.81
1,Cardiology,0,553,11,0,6,20.1,226.19
8,Orthopedics,0,932,14,1,15,14.4,209.54
1,Cardiology,2,515,14,3,18,23.35,354.03
4,General Medicine,5,542,11,1,16,10.67,128.06
9,Orthopedics,4,588,4,0,23,22.74,101.49
1,Cardiology,1,960,6,1,29,19.25,130.31
8,Orthopedics,1,545,11,1,3,18.8,212.62
9,Orthopedics,1,699,0,0,14,22.41,0.0
5,General Medicine,6,919,1,1,1,11.68,19.75
2,Cardiology,2,499,3,1,0,20.03,62.98
3,Cardiology,4,602,7,2,21,18.92,143.8
1,Cardiology,2,811,3,2,24,18.75,70.5
2,Cardiology,0,626,5,3,0,23.91,137.29
8,Orthopedics,6,710,5,1,15,17.94,97.09
3,Cardiology,5,534,1,0,25,16.37,19.45
3,Cardiology,3,669,1,1,21,16.45,26.21
9,Orthopedics,3,632,4,3,14,22.79,115.81
7,General Medicine,3,591,4,1,21,5.0,25.07
3,Cardiology,1,759,2,1,4,15.12,36.89
7,General Medicine,2,557,6,4,15,7.92,60.8
4,General Medicine,0,796,14,2,26,9.54,144.39
2,Cardiology,3,598,13,4,14,23.53,333.45
5,General Medicine,0,809,10,4,3,15.62,178.2
4,General Medicine,3,662,10,4,21,9.11,105.46
5,General Medicine,0,499,6,3,8,9.97,70.6
4,General Medicine,6,505,5,1,10,12.78,70.93
3,Cardiology,1,924,6,4,0,14.54,107.11
4,General Medicine,5,848,14,0,26,9.88,143.69
3,Cardiology,6,520,10,4,12,10.52,122.67
5,General Medicine,2,616,14,3,19,14.86,228.36
3,Cardiology,4,650,12,2,9,13.44,170.48
2,Cardiology,1,561,8,3,0,24.61,213.72
6,General Medicine,3,521,8,2,16,16.31,143.89
6,General Medicine,3,506,10,2,23,15.55,168.05
10,Orthopedics,0,892,7,0,19,17.04,123.67
6,General Medicine,1,744,3,3,2,13.27,56.62
9,Orthopedics,5,992,4,0,4,21.86,101.39
4,General Medicine,3,778,11,4,29,10.68,140.15
8,Orthopedics,6,884,8,0,9,19.56,154.99
2,Cardiology,1,927,15,1,11,23.86,364.77
1,Cardiology,3,625,2,2,24,20.04,56.22
4,General Medicine,1,850,2,1,6,12.39,33.6
6,General Medicine,3,522,0,0,28,13.64,0.0
5,General Medicine,1,607,14,0,4,11.39,161.41
3,Cardiology,5,589,7,4,20,16.76,143.9
7,General Medicine,6,972,5,0,3,6.17,40.52
3,Cardiology,5,728,8,1,3,17.12,144.53
4,General Medicine,1,699,2,2,24,10.69,33.47
1,Cardiology,1,733,1,0,29,19.1,29.41
6,General Medicine,6,621,6,1,14,18.37,115.45
1,Cardiology,2,764,0,0,11,20.28,0.0
10,Orthopedics,3,504,12,0,4,15.9,192.25
3,Cardiology,1,801,7,2,23,17.19,130.83
2,Cardiology,0,801,11,2,1,25.12,290.26
1,Cardiology,1,829,7,3,0,20.12,158.74
1,Cardiology,3,804,4,3,16,22.41,116.64
8,Orthopedics,1,839,0,0,28,16.15,0.0
5,General Medicine,4,703,11,3,23,14.11,169.89
7,General Medicine,0,666,2,0,21,7.01,16.47
2,Cardiology,1,713,4,4,23,20.48,113.12
4,General Medicine,6,500,0,0,14,10.61,0.0
1,Cardiology,2,926,13,2,18,20.43,287.27
1,Cardiology,5,597,4,0,12,24.07,98.03
3,Cardiology,1,576,7,0,12,16.68,121.51
6,General Medicine,6,730,7,4,5,14.86,124.93
5,General Medicine,4,593,6,3,16,12.36,88.51
7,General Medicine,4,686,3,0,5,5.65,18.06
7,General Medicine,0,589,3,3,8,8.76,34.41
4,General Medicine,6,630,11,4,18,7.61,90.98
4,General Medicine,2,635,2,1,17,9.9,27.86
10,Orthopedics,0,946,8,3,14,15.44,144.58
5,General Medicine,0,638,1,1,15,14.83,22.17
7,General Medicine,3,592,2,2,30,9.55,25.13
7,General Medicine,2,957,10,0,22,11.05,112.88
5,General Medicine,2,510,6,2,13,12.18,80.9
1,Cardiology,1,955,11,2,30,21.76,258.74
1,Cardiology,6,513,1,1,3,22.23,29.51
9,Orthopedics,1,752,9,1,8,22.48,215.39
3,Cardiology,0,586,0,0,9,18.24,0.0
2,Cardiology,3,859,2,2,19,23.67,69.7
9,Orthopedics,1,799,7,3,24,25.76,203.2
10,Orthopedics,0,825,2,2,27,16.22,49.32
6,General Medicine,6,700,14,4,21,10.48,164.9
7,General Medicine,3,526,10,3,23,8.46,99.81
7,General Medicine,6,657,10,3,21,8.34,99.19
10,Orthopedics,4,965,11,0,14,12.02,144.89
9,Orthopedics,2,788,1,1,12,24.05,37.15
5,General Medicine,3,720,10,1,14,11.63,126.16
2,Cardiology,6,670,2,1,28,26.03,66.46
6,General Medicine,5,739,2,0,29,13.16,36.84
9,Orthopedics,6,886,3,1,24,20.56,71.59
3,Cardiology,1,493,10,2,0,13.57,145.59
8,Orthopedics,1,739,3,0,25,17.69,63.85
5,General Medicine,2,995,13,4,11,9.43,144.49
3,Cardiology,6,565,14,3,4,15.78,239.09
7,General Medicine,5,755,1,0,21,8.47,12.9
10,Orthopedics,1,608,15,0,8,14.12,213.78
5,General Medicine,3,625,15,0,3,11.46,178.18
8,Orthopedics,4,926,0,0,14,16.05,0.0
9,Orthopedics,1,649,15,4,25,22.24,367.62
3,Cardiology,5,885,9,2,11,13.3,134.42
4,General Medicine,4,670,12,3,23,9.87,132.62
2,Cardiology,6,613,10,3,7,23.15,258.73
9,Orthopedics,0,923,1,1,28,24.3,38.56
10,Orthopedics,2,787,6,3,25,14.88,103.79
3,Cardiology,1,886,11,3,12,15.57,188.63
8,Orthopedics,1,647,15,4,2,16.17,256.58
4,General Medicine,5,916,14,0,28,7.38,113.6
3,Cardiology,2,678,12,4,16,15.28,200.35
3,Cardiology,5,759,0,0,15,15.97,0.0
4,General Medicine,1,834,1,0,8,13.31,8.1
4,General Medicine,1,625,7,3,22,10.05,82.7
8,Orthopedics,5,641,1,0,30,20.08,29.07
7,General Medicine,4,863,10,4,7,10.36,115.09
4,General Medicine,5,961,15,1,24,9.55,163.39
8,Orthopedics,6,962,3,3,4,15.81,68.04
6,General Medicine,1,698,9,3,14,14.74,149.11
8,Orthopedics,6,724,15,4,14,15.74,259.04
10,Orthopedics,4,625,13,2,12,14.18,198.46
8,Orthopedics,5,612,2,2,22,17.28,48.52
6,General Medicine,5,1013,8,0,7,11.26,99.54
6,General Medicine,5,656,2,1,13,12.26,28.92
6,General Medicine,0,723,14,1,16,14.6,213.76
7,General Medicine,4,645,14,0,6,6.94,100.99
4,General Medicine,5,842,6,4,19,10.02,73.07
9,Orthopedics,3,617,5,1,1,23.01,120.35
6,General Medicine,1,880,15,3,20,13.83,223.39
3,Cardiology,0,663,2,1,11,16.85,43.48
5,General Medicine,1,488,10,1,1,11.09,117.61
7,General Medicine,5,591,15,0,21,9.89,157.8
8,Orthopedics,6,846,1,1,21,17.75,25.94
6,General Medicine,1,958,3,0,7,14.49,40.96
2,Cardiology,0,510,5,2,2,24.27,134.83
9,Orthopedics,6,567,14,1,2,20.09,289.0
4,General Medicine,3,748,13,4,5,6.12,88.95
8,Orthopedics,4,558,2,0,21,19.22,44.61
3,Cardiology,6,685,9,0,28,14.84,138.47
8,Orthopedics,1,1012,9,0,24,19.5,188.89
6,General Medicine,5,995,13,1,28,12.06,174.08
5,General Medicine,4,995,0,0,29,13.53,0.0
10,Orthopedics,2,616,6,0,12,16.8,106.59
10,Orthopedics,0,568,9,4,25,14.18,150.05
3,Cardiology,2,520,2,1,7,15.21,30.47
1,Cardiology,0,956,9,4,23,17.87,184.39
9,Orthopedics,5,647,8,0,7,18.42,150.21
1,Cardiology,3,637,1,0,26,20.71,28.62
9,Orthopedics,5,883,4,1,23,19.16,88.43
10,Orthopedics,4,908,11,1,1,17.55,200.95
10,Orthopedics,4,921,3,1,30,17.25,63.46
10,Orthopedics,6,758,1,1,28,14.65,31.04
2,Cardiology,1,543,9,1,5,20.49,191.22
4,General Medicine,3,975,9,2,20,8.44,97.07
7,General Medicine,5,640,11,4,11,8.39,100.67
2,Cardiology,6,904,9,3,14,26.5,260.64
4,General Medicine,6,729,11,0,1,11.65,134.34
3,Cardiology,0,948,9,3,4,13.07,132.15
5,General Medicine,1,728,4,2,26,11.57,69.07
5,General Medicine,6,545,10,3,26,12.58,143.36
2,Cardiology,1,1006,13,0,9,25.37,333.99
6,General Medicine,5,832,12,2,7,16.0,204.24
9,Orthopedics,4,777,4,2,24,20.42,105.95
8,Orthopedics,6,820,1,1,14,17.16,26.45
7,General Medicine,3,902,10,4,14,8.34,95.14
8,Orthopedics,3,903,7,2,2,17.03,126.49
5,General Medicine,6,887,0,0,17,14.43,0.0
9,Orthopedics,1,653,10,4,30,22.21,252.39
8,Orthopedics,0,596,8,3,3,15.62,135.65
8,Orthopedics,6,805,13,2,15,18.62,255.53
3,Cardiology,5,671,2,0,6,14.38,35.83
9,Orthopedics,4,998,8,3,24,20.65,200.61
8,Orthopedics,4,607,2,1,23,17.09,40.93
4,General Medicine,1,545,1,1,26,10.93,16.04
6,General Medicine,1,515,2,2,12,17.34,46.18
9,Orthopedics,6,577,7,2,8,21.0,158.56
3,Cardiology,1,655,9,4,8,13.16,133.74
4,General Medicine,2,859,2,1,12,10.74,23.98
10,Orthopedics,4,868,0,0,17,14.56,0.0
5,General Medicine,5,985,8,1,15,13.37,118.74
5,General Medicine,6,498,13,2,1,13.04,171.32
2,Cardiology,0,558,5,0,26,22.52,116.59
3,Cardiology,3,635,7,1,19,18.12,137.72
5,General Medicine,1,843,10,0,17,10.49,105.81
6,General Medicine,2,751,2,2,26,16.86,50.14
8,Orthopedics,2,609,11,3,23,17.62,217.13
4,General Medicine,1,557,1,1,0,11.67,14.58
7,General Medicine,5,651,2,1,11,5.0,10.37
3,Cardiology,3,572,10,1,18,16.94,183.82
8,Orthopedics,0,896,14,4,30,14.96,234.86
3,Cardiology,0,922,15,4,18,13.35,218.65
1,Cardiology,3,500,11,3,21,20.55,251.98
10,Orthopedics,6,519,15,3,14,17.97,282.42
6,General Medicine,4,911,14,3,19,18.4,279.88
10,Orthopedics,4,612,10,4,12,19.36,218.17
4,General Medicine,1,539,11,1,11,10.61,128.73
8,Orthopedics,3,644,9,0,12,20.29,191.75
8,Orthopedics,4,758,10,2,6,19.24,205.88
10,Orthopedics,1,937,10,3,1,14.59,158.93
5,General Medicine,4,877,6,0,2,10.09,61.81
9,Orthopedics,2,609,10,0,1,22.09,224.74
5,General Medicine,1,1014,9,4,15,13.86,150.4
9,Orthopedics,0,635,0,0,29,22.01,0.0
2,Cardiology,2,861,0,0,4,25.07,0.0
5,General Medicine,6,955,0,0,10,5.09,0.0
2,Cardiology,6,942,6,0,14,24.84,150.65
4,General Medicine,5,1000,0,0,26,12.66,0.0
6,General Medicine,2,915,1,0,17,14.43,20.91
4,General Medicine,3,959,14,4,15,11.67,184.57
9,Orthopedics,0,658,13,2,16,20.34,281.62
4,General Medicine,2,526,14,1,10,9.24,133.48
5,General Medicine,4,960,6,1,5,10.27,75.79
2,Cardiology,1,961,2,1,0,23.3,60.28
2,Cardiology,5,667,0,0,18,24.7,0.0
1,Cardiology,6,968,1,0,24,17.33,29.98
5,General Medicine,5,614,12,4,16,14.94,202.15
1,Cardiology,2,842,1,0,16,21.33,25.5
1,Cardiology,1,962,5,1,23,18.72,107.77
7,General Medicine,0,976,6,0,4,6.23,47.03
2,Cardiology,3,853,13,1,1,23.11,310.78
6,General Medicine,6,942,11,0,25,15.59,175.5
6,General Medicine,1,935,15,2,1,16.31,251.81
6,General Medicine,1,763,3,1,18,13.93,52.07
4,General Medicine,0,899,12,3,20,10.67,137.38
3,Cardiology,5,891,6,3,29,16.1,117.11
9,Orthopedics,0,525,0,0,0,24.69,0.0
10,Orthopedics,6,762,8,2,23,13.81,129.49
3,Cardiology,6,550,15,4,25,13.78,230.01
9,Orthopedics,4,986,8,0,19,17.02,149.9
5,General Medicine,6,700,7,1,23,10.38,76.78
5,General Medicine,1,537,10,3,26,13.43,146.05
1,Cardiology,5,517,14,2,12,20.06,292.95
10,Orthopedics,2,693,2,2,11,19.21,52.41
8,Orthopedics,4,841,5,3,16,20.19,124.57
1,Cardiology,5,826,8,3,1,17.19,150.82
2,Cardiology,6,907,12,2,17,27.18,347.0
10,Orthopedics,2,737,8,2,7,15.09,135.91
6,General Medicine,4,706,8,4,5,16.25,152.91
5,General Medicine,4,618,1,0,14,12.37,11.79
5,General Medicine,6,772,11,3,30,8.5,115.49
9,Orthopedics,6,801,5,0,6,21.27,110.06
9,Orthopedics,3,623,8,1,12,21.07,175.04
1,Cardiology,4,676,1,1,12,19.73,25.72
7,General Medicine,3,559,10,2,26,7.65,84.06
5,General Medicine,0,521,7,2,0,9.27,76.87
10,Orthopedics,3,878,2,1,26,14.42,40.51
4,General Medicine,1,712,2,1,9,6.66,20.1
10,Orthopedics,2,695,4,1,22,13.73,62.37
3,Cardiology,4,878,3,0,30,14.6,49.62
2,Cardiology,1,824,9,3,21,21.49,216.97
2,Cardiology,6,775,9,0,13,26.72,250.01
2,Cardiology,4,590,9,0,28,23.5,219.73
9,Orthopedics,6,813,10,1,29,23.38,251.9
5,General Medicine,4,758,13,0,29,14.54,198.87
10,Orthopedics,5,536,15,0,5,17.07,257.92
10,Orthopedics,1,580,0,0,24,18.23,0.0
6,General Medicine,2,552,13,2,14,10.78,153.66
8,Orthopedics,0,780,0,0,0,20.24,0.0
7,General Medicine,6,757,4,4,29,6.14,43.99
7,General Medicine,5,857,1,1,28,11.93,15.14
2,Cardiology,2,840,6,0,21,21.47,133.66
2,Cardiology,6,628,7,1,16,27.44,208.74
3,Cardiology,3,690,1,1,29,16.04,25.03
3,Cardiology,5,880,13,0,4,14.77,194.24
2,Cardiology,6,847,7,3,13,25.98,212.92
8,Orthopedics,0,955,1,1,12,16.19,26.49
10,Orthopedics,2,869,6,4,17,16.45,120.11
5,General Medicine,3,507,4,3,23,8.46,47.06
3,Cardiology,4,981,9,4,10,12.67,143.64
5,General Medicine,6,974,3,2,3,13.84,61.74
1,Cardiology,6,885,0,0,21,16.95,0.0
8,Orthopedics,1,815,13,3,2,14.1,200.32
10,Orthopedics,4,904,10,2,10,13.06,138.18
9,Orthopedics,6,690,8,2,23,21.13,187.06
10,Orthopedics,6,552,2,2,18,14.32,44.48
1,Cardiology,6,851,7,4,1,22.47,186.42
2,Cardiology,2,522,8,1,4,25.61,211.97
7,General Medicine,3,899,14,2,8,5.92,90.47
8,Orthopedics,6,664,6,3,3,14.55,103.25
10,Orthopedics,5,486,3,2,23,14.25,52.41
1,Cardiology,1,761,3,2,29,23.71,97.52
8,Orthopedics,6,1008,11,1,13,16.82,198.81
3,Cardiology,4,876,8,1,10,19.23,161.75
