Room_ID,Hospital_ID,Room_Number,Room_Type,Status,Capacity
RM001485,HOSP000075,405,General Ward,Maintenance,4
RM001486,HOSP000075,106,ICU,Available,1
RM001487,HOSP000075,207,Emergency Room,Available,4
RM001488,HOSP000075,208,ICU,Occupied,1
RM001489,HOSP000075,109,Consultation Room,Maintenance,1
RM001490,HOSP000075,110,Consultation Room,Available,1
RM001491,HOSP000075,511,Emergency Room,Maintenance,6
RM001492,HOSP000075,512,Emergency Room,Available,6
RM001493,HOSP000075,313,Emergency Room,Occupied,6
RM001494,HOSP000075,214,ICU,Occupied,1
RM001495,HOSP000075,115,General Ward,Maintenance,2
RM001496,HOSP000075,416,Consultation Room,Available,1
RM001497,HOSP000075,317,Operation Theater,Available,1
RM001498,HOSP000075,218,Operation Theater,Available,1
RM001499,HOSP000075,419,Emergency Room,Occupied,4
RM001500,HOSP000075,320,ICU,Maintenance,1
RM001501,HOSP000076,201,ICU,Available,1
RM001502,HOSP000076,102,Operation Theater,Occupied,1
RM001503,HOSP000076,503,General Ward,Maintenance,6
RM001504,HOSP000076,204,Operation Theater,Occupied,1
RM001505,HOSP000076,305,Emergency Room,Occupied,2
RM001506,HOSP000076,106,Consultation Room,Occupied,1
RM001507,HOSP000076,107,ICU,Available,1
RM001508,HOSP000076,308,General Ward,Occupied,6
RM001509,HOSP000076,509,General Ward,Occupied,4
RM001510,HOSP000076,110,General Ward,Available,6
RM001511,HOSP000076,211,Consultation Room,Occupied,1
RM001512,HOSP000076,512,ICU,Maintenance,1
RM001513,HOSP000076,313,General Ward,Occupied,6
RM001514,HOSP000076,414,Emergency Room,Available,6
RM001515,HOSP000076,415,ICU,Available,1
RM001516,HOSP000076,116,ICU,Occupied,1
RM001517,HOSP000076,317,General Ward,Available,2
RM001518,HOSP000076,418,ICU,Available,1
RM001519,HOSP000076,219,ICU,Available,1
RM001520,HOSP000076,520,Operation Theater,Maintenance,1
RM001521,HOSP000077,401,ICU,Maintenance,1
RM001522,HOSP000077,402,ICU,Available,1
RM001523,HOSP000077,203,ICU,Occupied,1
RM001524,HOSP000077,404,Operation Theater,Maintenance,1
RM001525,HOSP000077,105,Operation Theater,Available,1
RM001526,HOSP000077,506,ICU,Occupied,1
RM001527,HOSP000077,507,General Ward,Available,4
RM001528,HOSP000077,508,Consultation Room,Occupied,1
RM001529,HOSP000077,209,Emergency Room,Occupied,6
RM001530,HOSP000077,110,General Ward,Occupied,4
RM001531,HOSP000077,211,ICU,Maintenance,1
RM001532,HOSP000077,112,Emergency Room,Occupied,6
RM001533,HOSP000077,513,General Ward,Available,2
RM001534,HOSP000077,414,ICU,Maintenance,1
RM001535,HOSP000077,115,Consultation Room,Occupied,1
RM001536,HOSP000077,216,Consultation Room,Occupied,1
RM001537,HOSP000077,517,Emergency Room,Occupied,2
RM001538,HOSP000077,518,General Ward,Occupied,6
RM001539,HOSP000077,119,Operation Theater,Available,1
RM001540,HOSP000077,520,Emergency Room,Maintenance,4
RM001541,HOSP000078,401,Emergency Room,Occupied,2
RM001542,HOSP000078,502,Emergency Room,Occupied,6
RM001543,HOSP000078,403,Operation Theater,Occupied,1
RM001544,HOSP000078,404,General Ward,Maintenance,6
RM001545,HOSP000078,405,Operation Theater,Occupied,1
RM001546,HOSP000078,106,ICU,Occupied,1
RM001547,HOSP000078,407,Emergency Room,Available,2
RM001548,HOSP000078,308,General Ward,Occupied,4
RM001549,HOSP000078,409,General Ward,Occupied,4
RM001550,HOSP000078,210,Emergency Room,Occupied,6
RM001551,HOSP000078,211,ICU,Occupied,1
RM001552,HOSP000078,212,Emergency Room,Occupied,2
RM001553,HOSP000078,213,ICU,Available,1
RM001554,HOSP000078,314,Operation Theater,Available,1
RM001555,HOSP000078,115,General Ward,Maintenance,2
RM001556,HOSP000078,416,ICU,Occupied,1
RM001557,HOSP000078,517,Consultation Room,Maintenance,1
RM001558,HOSP000078,518,ICU,Occupied,1
RM001559,HOSP000078,419,Consultation Room,Maintenance,1
RM001560,HOSP000078,220,ICU,Occupied,1
RM001561,HOSP000079,101,Consultation Room,Available,1
RM001562,HOSP000079,102,Operation Theater,Occupied,1
RM001563,HOSP000079,403,ICU,Maintenance,1
RM001564,HOSP000079,404,Consultation Room,Available,1
RM001565,HOSP000079,105,Emergency Room,Available,4
RM001566,HOSP000079,406,Emergency Room,Available,2
RM001567,HOSP000079,507,Consultation Room,Available,1
RM001568,HOSP000079,408,General Ward,Maintenance,2
RM001569,HOSP000079,109,ICU,Available,1
RM001570,HOSP000079,410,Consultation Room,Occupied,1
RM001571,HOSP000079,211,General Ward,Available,6
RM001572,HOSP000079,212,Operation Theater,Maintenance,1
RM001573,HOSP000079,313,ICU,Maintenance,1
RM001574,HOSP000079,414,Consultation Room,Maintenance,1
RM001575,HOSP000079,315,Consultation Room,Available,1
RM001576,HOSP000079,416,Operation Theater,Available,1
RM001577,HOSP000079,517,Consultation Room,Available,1
RM001578,HOSP000079,318,General Ward,Occupied,2
RM001579,HOSP000079,519,Consultation Room,Available,1
RM001580,HOSP000079,320,ICU,Occupied,1
RM001581,HOSP000080,401,General Ward,Maintenance,6
RM001582,HOSP000080,502,Emergency Room,Maintenance,6
RM001583,HOSP000080,503,Consultation Room,Maintenance,1
RM001584,HOSP000080,404,ICU,Maintenance,1
RM001585,HOSP000080,105,Consultation Room,Occupied,1
RM001586,HOSP000080,406,Operation Theater,Available,1
RM001587,HOSP000080,407,Operation Theater,Occupied,1
RM001588,HOSP000080,508,Emergency Room,Maintenance,2
RM001589,HOSP000080,309,General Ward,Available,2
RM001590,HOSP000080,510,Operation Theater,Maintenance,1
RM001591,HOSP000080,311,ICU,Occupied,1
RM001592,HOSP000080,312,Consultation Room,Available,1
RM001593,HOSP000080,113,ICU,Occupied,1
RM001594,HOSP000080,114,Operation Theater,Available,1
RM001595,HOSP000080,515,ICU,Available,1
RM001596,HOSP000080,416,Consultation Room,Occupied,1
RM001597,HOSP000080,117,Consultation Room,Available,1
RM001598,HOSP000080,518,General Ward,Available,2
RM001599,HOSP000080,419,ICU,Maintenance,1
RM001600,HOSP000080,520,Emergency Room,Maintenance,6
RM001601,HOSP000081,201,Operation Theater,Available,1
RM001602,HOSP000081,102,Consultation Room,Maintenance,1
RM001603,HOSP000081,103,Operation Theater,Available,1
RM001604,HOSP000081,104,Operation Theater,Available,1
RM001605,HOSP000081,405,Emergency Room,Occupied,6
RM001606,HOSP000081,106,Consultation Room,Maintenance,1
RM001607,HOSP000081,207,General Ward,Available,6
RM001608,HOSP000081,308,Consultation Room,Occupied,1
RM001609,HOSP000081,109,General Ward,Available,4
RM001610,HOSP000081,210,Emergency Room,Occupied,4
RM001611,HOSP000081,211,ICU,Occupied,1
RM001612,HOSP000081,312,ICU,Occupied,1
RM001613,HOSP000081,513,Operation Theater,Maintenance,1
RM001614,HOSP000081,514,Consultation Room,Available,1
RM001615,HOSP000081,515,Operation Theater,Maintenance,1
RM001616,HOSP000081,416,Operation Theater,Occupied,1
RM001617,HOSP000081,417,General Ward,Maintenance,6
RM001618,HOSP000081,118,Consultation Room,Available,1
RM001619,HOSP000081,419,Operation Theater,Occupied,1
RM001620,HOSP000081,220,General Ward,Occupied,4
RM001621,HOSP000082,501,Operation Theater,Occupied,1
RM001622,HOSP000082,202,ICU,Occupied,1
RM001623,HOSP000082,103,Operation Theater,Occupied,1
RM001624,HOSP000082,504,Operation Theater,Available,1
RM001625,HOSP000082,405,Operation Theater,Maintenance,1
RM001626,HOSP000082,506,Operation Theater,Occupied,1
RM001627,HOSP000082,307,Operation Theater,Occupied,1
RM001628,HOSP000082,508,Consultation Room,Maintenance,1
RM001629,HOSP000082,409,Emergency Room,Available,4
RM001630,HOSP000082,110,Operation Theater,Occupied,1
RM001631,HOSP000082,211,Operation Theater,Maintenance,1
RM001632,HOSP000082,512,ICU,Occupied,1
RM001633,HOSP000082,513,ICU,Available,1
RM001634,HOSP000082,414,Consultation Room,Available,1
RM001635,HOSP000082,115,Emergency Room,Occupied,6
RM001636,HOSP000082,516,Operation Theater,Occupied,1
RM001637,HOSP000082,517,General Ward,Occupied,4
RM001638,HOSP000082,418,ICU,Occupied,1
RM001639,HOSP000082,219,General Ward,Occupied,4
RM001640,HOSP000082,420,Operation Theater,Maintenance,1
RM001641,HOSP000083,401,Emergency Room,Maintenance,6
RM001642,HOSP000083,102,Operation Theater,Available,1
RM001643,HOSP000083,103,Operation Theater,Occupied,1
RM001644,HOSP000083,104,General Ward,Available,4
RM001645,HOSP000083,205,ICU,Available,1
RM001646,HOSP000083,106,Operation Theater,Maintenance,1
RM001647,HOSP000083,507,Emergency Room,Maintenance,4
RM001648,HOSP000083,208,General Ward,Maintenance,4
RM001649,HOSP000083,109,Emergency Room,Maintenance,4
RM001650,HOSP000083,210,Consultation Room,Available,1
RM001651,HOSP000083,211,Emergency Room,Available,6
RM001652,HOSP000083,212,General Ward,Maintenance,2
RM001653,HOSP000083,413,General Ward,Occupied,4
RM001654,HOSP000083,514,Operation Theater,Available,1
RM001655,HOSP000083,115,ICU,Available,1
RM001656,HOSP000083,416,General Ward,Available,6
RM001657,HOSP000083,317,Operation Theater,Maintenance,1
RM001658,HOSP000083,418,General Ward,Maintenance,4
RM001659,HOSP000083,519,General Ward,Occupied,4
RM001660,HOSP000083,320,Consultation Room,Occupied,1
RM001661,HOSP000084,501,ICU,Maintenance,1
RM001662,HOSP000084,502,ICU,Occupied,1
RM001663,HOSP000084,203,General Ward,Occupied,4
RM001664,HOSP000084,304,Operation Theater,Occupied,1
RM001665,HOSP000084,305,Operation Theater,Maintenance,1
RM001666,HOSP000084,206,General Ward,Occupied,4
RM001667,HOSP000084,307,Operation Theater,Occupied,1
RM001668,HOSP000084,208,ICU,Available,1
RM001669,HOSP000084,309,Emergency Room,Occupied,4
RM001670,HOSP000084,310,General Ward,Available,6
RM001671,HOSP000084,111,Emergency Room,Maintenance,2
RM001672,HOSP000084,412,Emergency Room,Occupied,2
RM001673,HOSP000084,213,ICU,Occupied,1
RM001674,HOSP000084,214,ICU,Occupied,1
RM001675,HOSP000084,415,ICU,Maintenance,1
RM001676,HOSP000084,116,Emergency Room,Available,6
RM001677,HOSP000084,417,General Ward,Available,4
RM001678,HOSP000084,318,Emergency Room,Occupied,2
RM001679,HOSP000084,219,Consultation Room,Available,1
RM001680,HOSP000084,320,Consultation Room,Available,1
RM001681,HOSP000085,301,Operation Theater,Occupied,1
RM001682,HOSP000085,502,General Ward,Occupied,2
RM001683,HOSP000085,403,General Ward,Maintenance,6
RM001684,HOSP000085,404,Emergency Room,Occupied,4
RM001685,HOSP000085,505,ICU,Available,1
RM001686,HOSP000085,206,Operation Theater,Maintenance,1
RM001687,HOSP000085,107,General Ward,Available,4
RM001688,HOSP000085,208,Emergency Room,Maintenance,2
RM001689,HOSP000085,109,General Ward,Occupied,4
RM001690,HOSP000085,110,Operation Theater,Maintenance,1
RM001691,HOSP000085,211,Consultation Room,Occupied,1
RM001692,HOSP000085,412,ICU,Occupied,1
RM001693,HOSP000085,213,Consultation Room,Available,1
RM001694,HOSP000085,314,Operation Theater,Available,1
RM001695,HOSP000085,215,General Ward,Occupied,6
RM001696,HOSP000085,516,Emergency Room,Available,4
RM001697,HOSP000085,417,General Ward,Occupied,4
RM001698,HOSP000085,418,Operation Theater,Maintenance,1
RM001699,HOSP000085,119,Consultation Room,Occupied,1
RM001700,HOSP000085,320,General Ward,Maintenance,6
RM001701,HOSP000086,501,Emergency Room,Available,6
RM001702,HOSP000086,402,Emergency Room,Available,6
RM001703,HOSP000086,203,Emergency Room,Available,2
RM001704,HOSP000086,204,Operation Theater,Available,1
RM001705,HOSP000086,105,Consultation Room,Maintenance,1
RM001706,HOSP000086,506,General Ward,Maintenance,6
RM001707,HOSP000086,307,ICU,Available,1
RM001708,HOSP000086,508,ICU,Maintenance,1
RM001709,HOSP000086,309,ICU,Available,1
RM001710,HOSP000086,510,Consultation Room,Occupied,1
RM001711,HOSP000086,411,Consultation Room,Occupied,1
RM001712,HOSP000086,112,Emergency Room,Occupied,6
RM001713,HOSP000086,313,General Ward,Maintenance,6
RM001714,HOSP000086,414,Emergency Room,Available,2
RM001715,HOSP000086,115,Emergency Room,Maintenance,4
RM001716,HOSP000086,116,Operation Theater,Occupied,1
RM001717,HOSP000086,317,General Ward,Available,6
RM001718,HOSP000086,418,Consultation Room,Occupied,1
RM001719,HOSP000086,319,General Ward,Maintenance,6
RM001720,HOSP000086,120,General Ward,Available,4
RM001721,HOSP000087,101,Operation Theater,Maintenance,1
RM001722,HOSP000087,502,General Ward,Available,4
RM001723,HOSP000087,403,ICU,Occupied,1
RM001724,HOSP000087,404,Emergency Room,Occupied,6
RM001725,HOSP000087,105,Emergency Room,Maintenance,4
RM001726,HOSP000087,206,Operation Theater,Occupied,1
RM001727,HOSP000087,207,Emergency Room,Occupied,4
RM001728,HOSP000087,508,Emergency Room,Maintenance,2
RM001729,HOSP000087,509,Consultation Room,Occupied,1
RM001730,HOSP000087,510,Operation Theater,Occupied,1
RM001731,HOSP000087,311,Consultation Room,Maintenance,1
RM001732,HOSP000087,212,Operation Theater,Available,1
RM001733,HOSP000087,313,General Ward,Available,2
RM001734,HOSP000087,314,Consultation Room,Occupied,1
RM001735,HOSP000087,115,Consultation Room,Maintenance,1
RM001736,HOSP000087,416,ICU,Occupied,1
RM001737,HOSP000087,117,ICU,Maintenance,1
RM001738,HOSP000087,318,General Ward,Occupied,2
RM001739,HOSP000087,119,Consultation Room,Occupied,1
RM001740,HOSP000087,320,Consultation Room,Occupied,1
RM001741,HOSP000088,401,Emergency Room,Occupied,2
RM001742,HOSP000088,402,Emergency Room,Occupied,6
RM001743,HOSP000088,303,Consultation Room,Maintenance,1
RM001744,HOSP000088,204,Operation Theater,Available,1
RM001745,HOSP000088,405,Operation Theater,Occupied,1
RM001746,HOSP000088,106,Emergency Room,Maintenance,2
RM001747,HOSP000088,407,Emergency Room,Maintenance,4
RM001748,HOSP000088,408,General Ward,Occupied,6
RM001749,HOSP000088,109,ICU,Available,1
RM001750,HOSP000088,310,General Ward,Maintenance,4
RM001751,HOSP000088,311,Emergency Room,Available,4
RM001752,HOSP000088,312,Operation Theater,Available,1
RM001753,HOSP000088,413,General Ward,Maintenance,6
RM001754,HOSP000088,314,Consultation Room,Available,1
RM001755,HOSP000088,415,Operation Theater,Maintenance,1
RM001756,HOSP000088,316,Consultation Room,Occupied,1
RM001757,HOSP000088,217,Operation Theater,Available,1
RM001758,HOSP000088,318,Consultation Room,Available,1
RM001759,HOSP000088,519,General Ward,Available,2
RM001760,HOSP000088,520,Consultation Room,Maintenance,1
RM001761,HOSP000089,301,Emergency Room,Occupied,4
RM001762,HOSP000089,302,Emergency Room,Available,2
RM001763,HOSP000089,503,General Ward,Occupied,2
RM001764,HOSP000089,304,General Ward,Occupied,2
RM001765,HOSP000089,505,General Ward,Available,6
RM001766,HOSP000089,306,Emergency Room,Available,6
RM001767,HOSP000089,207,Operation Theater,Occupied,1
RM001768,HOSP000089,408,General Ward,Maintenance,4
RM001769,HOSP000089,309,Emergency Room,Available,2
RM001770,HOSP000089,510,Operation Theater,Available,1
RM001771,HOSP000089,111,General Ward,Available,4
RM001772,HOSP000089,312,Consultation Room,Maintenance,1
RM001773,HOSP000089,213,Emergency Room,Maintenance,6
RM001774,HOSP000089,114,Consultation Room,Occupied,1
RM001775,HOSP000089,315,General Ward,Available,2
RM001776,HOSP000089,216,Emergency Room,Available,4
RM001777,HOSP000089,517,ICU,Maintenance,1
RM001778,HOSP000089,418,Operation Theater,Maintenance,1
RM001779,HOSP000089,219,ICU,Available,1
RM001780,HOSP000089,120,Emergency Room,Available,2
RM001781,HOSP000090,101,General Ward,Available,2
RM001782,HOSP000090,302,General Ward,Available,2
RM001783,HOSP000090,503,General Ward,Maintenance,6
RM001784,HOSP000090,404,ICU,Occupied,1
RM001785,HOSP000090,105,Emergency Room,Maintenance,6
RM001786,HOSP000090,306,Emergency Room,Maintenance,4
RM001787,HOSP000090,107,Emergency Room,Available,2
RM001788,HOSP000090,108,Emergency Room,Maintenance,4
RM001789,HOSP000090,409,Operation Theater,Available,1
RM001790,HOSP000090,210,Operation Theater,Available,1
RM001791,HOSP000090,311,ICU,Maintenance,1
RM001792,HOSP000090,412,General Ward,Maintenance,4
RM001793,HOSP000090,313,ICU,Occupied,1
RM001794,HOSP000090,514,ICU,Available,1
RM001795,HOSP000090,215,General Ward,Maintenance,2
RM001796,HOSP000090,416,Operation Theater,Maintenance,1
RM001797,HOSP000090,317,General Ward,Available,2
RM001798,HOSP000090,118,Operation Theater,Maintenance,1
RM001799,HOSP000090,219,Emergency Room,Maintenance,2
RM001800,HOSP000090,420,Emergency Room,Available,6
RM001801,HOSP000091,301,Emergency Room,Maintenance,2
RM001802,HOSP000091,402,Consultation Room,Available,1
RM001803,HOSP000091,103,Emergency Room,Maintenance,2
RM001804,HOSP000091,504,ICU,Available,1
RM001805,HOSP000091,505,General Ward,Maintenance,2
RM001806,HOSP000091,406,ICU,Available,1
RM001807,HOSP000091,407,ICU,Available,1
RM001808,HOSP000091,308,Emergency Room,Available,6
RM001809,HOSP000091,109,ICU,Available,1
RM001810,HOSP000091,110,General Ward,Available,2
RM001811,HOSP000091,111,Emergency Room,Occupied,4
RM001812,HOSP000091,112,ICU,Occupied,1
RM001813,HOSP000091,113,Consultation Room,Occupied,1
RM001814,HOSP000091,414,Consultation Room,Maintenance,1
RM001815,HOSP000091,215,General Ward,Maintenance,2
RM001816,HOSP000091,216,Emergency Room,Maintenance,2
RM001817,HOSP000091,417,Operation Theater,Maintenance,1
RM001818,HOSP000091,418,ICU,Available,1
RM001819,HOSP000091,119,Operation Theater,Occupied,1
RM001820,HOSP000091,120,Consultation Room,Available,1
RM001821,HOSP000092,401,Consultation Room,Occupied,1
RM001822,HOSP000092,202,ICU,Occupied,1
RM001823,HOSP000092,403,Emergency Room,Occupied,4
RM001824,HOSP000092,304,Emergency Room,Occupied,6
RM001825,HOSP000092,105,General Ward,Occupied,2
RM001826,HOSP000092,106,ICU,Available,1
RM001827,HOSP000092,207,Emergency Room,Maintenance,4
RM001828,HOSP000092,108,General Ward,Available,4
RM001829,HOSP000092,409,Consultation Room,Available,1
RM001830,HOSP000092,110,Consultation Room,Occupied,1
RM001831,HOSP000092,311,ICU,Occupied,1
RM001832,HOSP000092,212,ICU,Occupied,1
RM001833,HOSP000092,513,Consultation Room,Occupied,1
RM001834,HOSP000092,214,ICU,Available,1
RM001835,HOSP000092,115,General Ward,Available,6
RM001836,HOSP000092,116,Emergency Room,Available,2
RM001837,HOSP000092,417,Emergency Room,Maintenance,4
RM001838,HOSP000092,318,ICU,Available,1
RM001839,HOSP000092,219,ICU,Occupied,1
RM001840,HOSP000092,120,Consultation Room,Occupied,1
RM001841,HOSP000093,201,Operation Theater,Occupied,1
RM001842,HOSP000093,302,Consultation Room,Available,1
RM001843,HOSP000093,403,Emergency Room,Occupied,2
RM001844,HOSP000093,504,ICU,Available,1
RM001845,HOSP000093,505,Emergency Room,Maintenance,4
RM001846,HOSP000093,206,Operation Theater,Available,1
RM001847,HOSP000093,307,ICU,Occupied,1
RM001848,HOSP000093,308,Consultation Room,Occupied,1
RM001849,HOSP000093,109,Operation Theater,Occupied,1
RM001850,HOSP000093,510,Operation Theater,Available,1
RM001851,HOSP000093,511,Consultation Room,Maintenance,1
RM001852,HOSP000093,112,Operation Theater,Maintenance,1
RM001853,HOSP000093,213,Operation Theater,Maintenance,1
RM001854,HOSP000093,414,General Ward,Maintenance,6
RM001855,HOSP000093,415,ICU,Available,1
RM001856,HOSP000093,416,Consultation Room,Available,1
RM001857,HOSP000093,417,Consultation Room,Available,1
RM001858,HOSP000093,118,Operation Theater,Available,1
RM001859,HOSP000093,119,Emergency Room,Available,2
RM001860,HOSP000093,420,ICU,Available,1
RM001861,HOSP000094,101,General Ward,Available,6
RM001862,HOSP000094,502,Operation Theater,Available,1
RM001863,HOSP000094,203,Emergency Room,Occupied,2
RM001864,HOSP000094,504,ICU,Maintenance,1
